"mean" "std" "mad" "max" "min" "sma" "energy" "iqr" "entropy" "maxInds" "meanFreq" "skewness" "kurtosis" "label" "class" "subject"
"45" -0.99764281 -0.99717794 -0.99733249 -0.99756395 -0.99730607 -0.99764281 -0.9999896 -0.9982591 -1 -0.9047619 0.3022782 -0.33359378 -0.72037357 "sitting" "train" "1"
"46" -0.99707467 -0.99708205 -0.99638265 -0.99772606 -0.99384419 -0.99707467 -0.99998733 -0.9957186 -1 -0.93650794 0.30892364 -0.61037042 -0.88061181 "sitting" "train" "1"
"47" -0.99811099 -0.99784862 -0.99737014 -0.99842974 -0.99488412 -0.99811099 -0.99999249 -0.99672798 -1 -0.93650794 0.33432718 -0.65934101 -0.91519949 "sitting" "train" "1"
"48" -0.99823529 -0.99796309 -0.99737103 -0.99873653 -0.99832373 -0.99823529 -0.99999309 -0.99617399 -1 -0.93650794 0.31891766 -0.72975354 -0.93847392 "sitting" "train" "1"
"49" -0.99796048 -0.99767112 -0.99741834 -0.99757179 -0.99535004 -0.99796048 -0.99999167 -0.99618643 -1 -0.84126984 0.51966408 -0.46167729 -0.72987211 "sitting" "train" "1"
"50" -0.99765287 -0.99754752 -0.99742745 -0.99842012 -0.99659712 -0.99765287 -0.9999904 -0.99735628 -1 -0.84126984 0.32693809 -0.49730499 -0.84641778 "sitting" "train" "1"
"51" -0.99730213 -0.99594383 -0.99556275 -0.99730835 -0.99709372 -0.99730213 -0.99998536 -0.99723825 -1 -0.93650794 -0.11142849 -0.45292151 -0.84470535 "sitting" "train" "1"
"52" -0.9524838 -0.93054398 -0.94118721 -0.92770665 -0.98641411 -0.9524838 -0.99804482 -0.95690253 -0.46848987 -1 -0.27489103 0.38390691 -0.021763829 "laying" "train" "1"
"53" -0.99853716 -0.99855628 -0.99836253 -0.99910138 -0.99875023 -0.99853716 -0.99999498 -0.99817487 -1 -0.9047619 0.42847339 -0.68763594 -0.91251203 "laying" "train" "1"
"54" -0.9983322 -0.99834175 -0.99821834 -0.99840382 -0.99784325 -0.9983322 -0.99999404 -0.99824777 -1 -0.84126984 0.43753214 -0.51908431 -0.81303967 "laying" "train" "1"
"55" -0.99854484 -0.99869335 -0.99817857 -0.99947224 -0.99648329 -0.99854484 -0.99999521 -0.99759211 -1 -0.71428571 0.54384817 -0.85513947 -0.98402776 "laying" "train" "1"
"56" -0.99885063 -0.99936052 -0.99923938 -0.99954738 -0.99660813 -0.99885063 -0.99999694 -0.99878001 -1 -0.9047619 0.63893894 -0.85217112 -0.95425386 "laying" "train" "1"
"57" -0.99911686 -0.99894755 -0.99861108 -0.99966387 -0.99690582 -0.99911686 -0.99999713 -0.99758068 -1 -0.9047619 0.59712819 -0.90051861 -0.98844764 "laying" "train" "1"
"58" -0.99859072 -0.99870387 -0.99850548 -0.99898306 -0.99643124 -0.99859072 -0.99999536 -0.9982489 -1 -1 0.39450638 -0.68449669 -0.90188828 "laying" "train" "1"
"59" -0.99871186 -0.99833283 -0.99800589 -0.99840823 -0.99487524 -0.99871186 -0.99999513 -0.99730494 -1 -0.93650794 0.25753648 -0.60009306 -0.83542768 "laying" "train" "1"
"60" -0.99929934 -0.99909877 -0.99871653 -0.99960719 -0.99888334 -0.99929934 -0.99999779 -0.99802542 -1 -0.93650794 0.61784313 -0.86696521 -0.9779303 "laying" "train" "1"
"61" -0.99902758 -0.99928455 -0.99913074 -0.99975934 -0.99714013 -0.99902758 -0.99999733 -0.99865872 -1 0.42857143 0.91857638 -0.86031165 -0.97914218 "laying" "train" "1"
"62" -0.99859962 -0.99845846 -0.99829845 -0.99830274 -0.99644814 -0.99859962 -0.99999501 -0.99769682 -1 -0.93650794 0.61415183 -0.5846061 -0.77528459 "laying" "train" "1"
"63" -0.99848869 -0.99853391 -0.99829112 -0.99896402 -0.99867688 -0.99848869 -0.99999481 -0.99755837 -1 -0.96825397 0.56468929 -0.7167522 -0.93040119 "laying" "train" "1"
"64" -0.99870411 -0.99840436 -0.99806826 -0.99868384 -0.99862932 -0.99870411 -0.99999522 -0.99696778 -1 -1 0.72281877 -0.67282036 -0.89079713 "laying" "train" "1"
"65" -0.93188247 -0.90994766 -0.92456533 -0.90128317 -0.98211932 -0.93188247 -0.9965091 -0.94034557 -0.40060571 -1 -0.11864065 0.39635543 0.07040545 "laying" "train" "1"
"66" -0.98755082 -0.9872632 -0.98592904 -0.98864521 -0.99841031 -0.98755082 -0.99988009 -0.98545486 -0.8713058 -0.96825397 0.043873822 -0.31211016 -0.67548227 "laying" "train" "1"
"67" -0.76672615 -0.64139664 -0.62646918 -0.63089011 -0.93318728 -0.76672615 -0.95296312 -0.60167959 0.14592704 -1 -0.80068355 0.19603818 -0.12889495 "laying" "train" "1"
"68" -0.76196065 -0.68522496 -0.63982295 -0.7231345 -0.85551034 -0.76196065 -0.95923356 -0.60244383 0.14430327 -1 -0.69121922 -0.15700853 -0.56191796 "laying" "train" "1"
"69" -0.93403494 -0.92066111 -0.91768463 -0.91693247 -0.99283948 -0.93403494 -0.9970331 -0.90979854 -0.30791427 -1 -0.35071995 0.08475591 -0.22865906 "laying" "train" "1"
"70" -0.73301366 -0.75641948 -0.71859409 -0.77069395 -0.88330704 -0.73301366 -0.96420293 -0.70701144 0.17454042 -1 -0.28168415 -0.26804152 -0.60964376 "laying" "train" "1"
"71" -0.60822781 -0.49217599 -0.4730712 -0.50500293 -0.84466333 -0.60822781 -0.89284283 -0.56584744 0.34980704 -1 -0.52517002 0.063363714 -0.33051979 "laying" "train" "1"
"72" -0.61261081 -0.49043707 -0.49669906 -0.55358967 -0.67684134 -0.61261081 -0.8934496 -0.59209391 0.3275272 -1 -0.53386713 0.01897918 -0.43705914 "laying" "train" "1"
"73" -0.91304149 -0.89052661 -0.8995899 -0.8849732 -0.94625555 -0.91304149 -0.99467979 -0.91918262 -0.35106242 -1 -0.26956499 0.28508458 -0.091604756 "laying" "train" "1"
"74" -0.98525063 -0.985195 -0.98335432 -0.98893689 -0.99123773 -0.98525063 -0.99984173 -0.98455525 -0.8287342 -0.93650794 0.29277782 -0.38611178 -0.77042624 "laying" "train" "1"
"75" -0.98690955 -0.98187267 -0.98381558 -0.98365127 -0.97717952 -0.98690955 -0.9998304 -0.98883111 -0.87942301 -1 0.24773293 0.099487483 -0.40035933 "laying" "train" "1"
"76" -0.99691603 -0.99648845 -0.99599075 -0.99754811 -0.99069812 -0.99691603 -0.99998533 -0.99682693 -1 -1 0.22951596 -0.47434358 -0.84518609 "laying" "train" "1"
"77" -0.99644444 -0.99705279 -0.99643881 -0.99797231 -0.99491549 -0.99644444 -0.99998476 -0.9958889 -1 -0.93650794 0.35580339 -0.64548926 -0.90675792 "laying" "train" "1"
"78" -0.99665054 -0.99695369 -0.99620659 -0.99796014 -0.99506132 -0.99665054 -0.99998539 -0.99499931 -1 -0.80952381 0.42547292 -0.71817113 -0.93506965 "laying" "train" "1"
"79" -0.43183165 -0.47637007 -0.38656093 -0.54589544 -0.78545635 -0.43183165 -0.83840028 -0.32664943 0.53830877 -0.9047619 -0.15164178 -0.31213689 -0.67395058 "walking" "train" "1"
"80" -0.42818587 -0.49288443 -0.45292421 -0.52921787 -0.41777475 -0.42818587 -0.84115865 -0.46812294 0.47165507 -0.87301587 0.17370926 -0.17662544 -0.58428353 "walking" "train" "1"
"81" -0.40103832 -0.48192421 -0.40907205 -0.53148517 -0.6191677 -0.40103832 -0.82903084 -0.36942893 0.56704344 -0.87301587 0.24430554 -0.36541656 -0.69620082 "walking" "train" "1"
"82" -0.21766885 -0.29922633 -0.23284891 -0.31541286 -0.47159853 -0.21766885 -0.70119954 -0.31486359 0.60800538 -0.87301587 0.26278644 -0.20330072 -0.5468732 "walking" "train" "1"
"83" -0.18755095 -0.30033796 -0.29485665 -0.24348062 0.19174195 -0.18755095 -0.68724926 -0.14880443 0.5898116 -0.87301587 0.41518644 0.046239348 -0.26919186 "walking" "train" "1"
"84" -0.33835881 -0.46501488 -0.39758093 -0.46681813 -0.29741948 -0.33835881 -0.80127074 -0.34364966 0.57046498 -0.87301587 0.33535697 -0.24245837 -0.5525768 "walking" "train" "1"
"85" -0.3971911 -0.50292913 -0.48028279 -0.48192486 -0.6236888 -0.3971911 -0.83266086 -0.4560459 0.45449804 -0.87301587 0.21994178 -0.026833496 -0.38146903 "walking" "train" "1"
"86" -0.35354882 -0.43963334 -0.40460701 -0.48583891 -0.706275 -0.35354882 -0.80066805 -0.43648485 0.57956236 -0.9047619 0.21824618 -0.24706209 -0.60713395 "walking" "train" "1"
"87" -0.47289324 -0.48842516 -0.43005295 -0.53567704 -0.40341371 -0.47289324 -0.85476289 -0.40754818 0.48353643 -0.9047619 -0.020913284 -0.20147706 -0.59466014 "walking" "train" "1"
"88" -0.4493405 -0.4513102 -0.40370918 -0.50085793 -0.78034726 -0.4493405 -0.83793697 -0.30925851 0.48720842 -0.87301587 -0.087346811 -0.17358809 -0.56638099 "walking" "train" "1"
"89" -0.46244652 -0.516967 -0.48657816 -0.48711104 -0.73347368 -0.46244652 -0.85811123 -0.49006408 0.47126796 -0.87301587 0.11851372 -0.013689164 -0.31731551 "walking" "train" "1"
"90" -0.41761345 -0.46060184 -0.40331571 -0.41983803 -0.82900185 -0.41761345 -0.82957873 -0.25825598 0.54621442 -0.87301587 0.20480072 -0.037652972 -0.26887324 "walking" "train" "1"
"91" -0.37851993 -0.37255783 -0.32118897 -0.38179653 -0.36414664 -0.37851993 -0.79140527 -0.40571082 0.49962366 -0.87301587 0.23945448 -0.079889033 -0.45424795 "walking" "train" "1"
"92" -0.28965059 -0.33084143 -0.27765446 -0.29597779 -0.55547118 -0.28965059 -0.74339973 -0.25384161 0.61542846 -0.87301587 0.22783962 -0.037749696 -0.32972788 "walking" "train" "1"
"93" -0.34136634 -0.39315099 -0.36244888 -0.35311108 -0.81734771 -0.34136634 -0.78318317 -0.39792159 0.54923249 -0.87301587 0.17056336 0.015800385 -0.28573754 "walking" "train" "1"
"94" -0.34959232 -0.40042849 -0.3338457 -0.45973682 -0.84708052 -0.34959232 -0.7884573 -0.35071358 0.59827143 -0.9047619 0.16110264 -0.26232245 -0.62609741 "walking" "train" "1"
"95" -0.30163572 -0.32515791 -0.21625149 -0.36506192 -0.39855705 -0.30163572 -0.74664155 -0.22949748 0.61102345 -0.87301587 0.098223922 -0.26027014 -0.60099427 "walking" "train" "1"
"96" -0.23378097 -0.32888667 -0.24963263 -0.30834392 -0.78300513 -0.23378097 -0.71818862 -0.16889724 0.67970066 -0.87301587 0.10358379 -0.10958886 -0.42216552 "walking" "train" "1"
"97" -0.14043862 -0.32881358 -0.24793751 -0.31154087 -0.47889783 -0.14043862 -0.67293921 -0.082112491 0.68696973 -0.9047619 0.17434483 -0.18692112 -0.49384468 "walking" "train" "1"
"98" -0.27644041 -0.39035666 -0.30840662 -0.40291566 -0.71425708 -0.27644041 -0.75562031 -0.15506552 0.6245834 -0.9047619 0.21081315 -0.2428114 -0.56927603 "walking" "train" "1"
"99" -0.35506576 -0.47367033 -0.40803168 -0.47539096 -0.72480514 -0.35506576 -0.80994099 -0.36747292 0.57604437 -0.87301587 0.29369915 -0.24133333 -0.55187161 "walking" "train" "1"
"100" -0.44716263 -0.48223636 -0.43719788 -0.4650086 -0.58530499 -0.44716263 -0.84496714 -0.36411302 0.46992321 -0.87301587 0.39485491 -0.048328752 -0.3731628 "walking" "train" "1"
"101" -0.2971822 -0.37921508 -0.33887528 -0.32694718 -0.47723358 -0.2971822 -0.76122375 -0.31560449 0.60059866 -0.87301587 0.35626011 0.0040713823 -0.2670418 "walking" "train" "1"
"102" -0.14724914 -0.14526252 -0.14873743 -0.029240301 0.066256457 -0.14724914 -0.61068443 -0.15475894 0.65887164 -0.87301587 0.23831397 0.27855691 0.034322686 "walking" "train" "1"
"103" -0.17288386 -0.20925775 -0.11611366 -0.24557503 -0.84466565 -0.17288386 -0.64822439 -0.12976897 0.62725654 -0.87301587 0.056478533 -0.18462651 -0.54960683 "walking" "train" "1"
"104" -0.20679172 -0.37097505 -0.30475985 -0.36225286 -0.55957102 -0.20679172 -0.71849016 -0.2407675 0.58477002 -0.87301587 0.38485849 -0.20569039 -0.51911727 "walking" "train" "1"
"105" -0.25723608 -0.39936344 -0.28592439 -0.42323878 -0.68804164 -0.25723608 -0.7497839 -0.20152981 0.59210577 -0.87301587 0.41409572 -0.32764617 -0.63373341 "walking" "train" "1"
"106" -0.39669654 -0.49782738 -0.40950393 -0.52057974 -0.84981234 -0.39669654 -0.83128498 -0.29752072 0.54780863 -0.87301587 0.36659513 -0.39502994 -0.64919349 "walking" "train" "1"
"107" -0.33434807 -0.41546378 -0.36733835 -0.4010482 -0.27564581 -0.33434807 -0.7866532 -0.3167844 0.51979063 -0.87301587 0.220389 -0.119958 -0.44379143 "walking" "train" "1"
"108" -0.36981263 -0.40259904 -0.37891179 -0.34804907 -0.80575669 -0.36981263 -0.79679324 -0.31427338 0.59233074 -0.87301587 0.077592809 0.084492731 -0.18710903 "walking" "train" "1"
"109" -0.35244174 -0.43098331 -0.3562435 -0.40170156 -0.30030172 -0.35244174 -0.79794613 -0.18977362 0.54607677 -0.87301587 0.16556297 -0.096676853 -0.37672629 "walking" "train" "1"
"110" -0.26350024 -0.42342258 -0.37199758 -0.48126714 -0.28255381 -0.26350024 -0.759198 -0.43551786 0.51638446 -0.9047619 0.24148443 -0.207925 -0.59041372 "walking" "train" "1"
"111" -0.27149726 -0.43771207 -0.28799671 -0.58314272 -0.31596061 -0.27149726 -0.76651332 -0.12281974 0.59588992 -0.9047619 0.04144663 -0.62325473 -0.89124865 "walking" "train" "1"
"112" -0.28681595 -0.36801892 -0.30384934 -0.35587066 0.023256907 -0.28681595 -0.75355311 -0.36457572 0.58733036 -0.87301587 0.17546178 -0.1091713 -0.44844837 "walking" "train" "1"
"113" -0.42712368 -0.44092133 -0.43862824 -0.39344349 -0.2585759 -0.42712368 -0.82778065 -0.4826069 0.46320733 -0.87301587 0.26427327 0.12396637 -0.18368135 "walking" "train" "1"
"114" -0.37814193 -0.40271978 -0.35690855 -0.37982097 -0.78720563 -0.37814193 -0.79993902 -0.45404058 0.53869588 -0.87301587 0.24802183 -0.047306894 -0.36059448 "walking" "train" "1"
"115" -0.34010668 -0.42102192 -0.40536346 -0.36767659 -0.79961553 -0.34010668 -0.79044905 -0.31458176 0.60192705 -0.87301587 0.20129645 0.059442353 -0.22444915 "walking" "train" "1"
"116" -0.36021912 -0.3521235 -0.34291872 -0.38231324 -0.79449415 -0.36021912 -0.77839926 -0.4130146 0.54744735 -0.87301587 0.13391043 -0.00036120467 -0.41276796 "walking" "train" "1"
"117" -0.35710169 -0.40498368 -0.32951517 -0.4734979 -0.94053766 -0.35710169 -0.79263268 -0.26281751 0.65263931 -0.87301587 0.079923248 -0.3174157 -0.66626897 "walking" "train" "1"
"118" -0.41231847 -0.49888911 -0.43278489 -0.53956134 -0.73121226 -0.41231847 -0.83708871 -0.47024926 0.4808345 -0.87301587 0.26231744 -0.29215803 -0.65602444 "walking" "train" "1"
"119" -0.38665511 -0.48364219 -0.4286222 -0.53917985 -0.68587257 -0.38665511 -0.82424427 -0.40504901 0.56615642 -0.9047619 0.21003536 -0.29207564 -0.64701325 "walking" "train" "1"
"120" -0.41270136 -0.43768385 -0.37116823 -0.53504421 -0.48783158 -0.41270136 -0.82193281 -0.39975931 0.52515229 -0.9047619 0.078175022 -0.28518547 -0.69624001 "walking" "train" "1"
"121" -0.43585902 -0.47170007 -0.40795043 -0.49339283 -0.90303467 -0.43585902 -0.83860775 -0.40742612 0.52677233 -0.9047619 0.082891582 -0.1804281 -0.54215157 "walking" "train" "1"
"122" -0.35996055 -0.49777513 -0.40556255 -0.58886585 -0.62980532 -0.35996055 -0.81764259 -0.31590116 0.55071587 -0.87301587 0.13897968 -0.4547713 -0.78753094 "walking" "train" "1"
"123" -0.38724842 -0.56088837 -0.45876931 -0.5922118 -0.48007355 -0.38724842 -0.84180645 -0.29057639 0.51069324 -0.9047619 0.19605435 -0.48146712 -0.75226919 "walking" "train" "1"
"124" -0.46366724 -0.54236514 -0.41292234 -0.63513684 -0.90944325 -0.46366724 -0.86411772 -0.32306466 0.50512297 -0.9047619 0.16977881 -0.58100974 -0.85618464 "walking" "train" "1"
"125" -0.3328098 -0.39731236 -0.29641368 -0.4501088 -0.37971119 -0.3328098 -0.78098095 -0.30337996 0.59708068 -0.9047619 0.055713962 -0.30554999 -0.65765213 "walking" "train" "1"
"126" -0.46003811 -0.53467792 -0.47646069 -0.61878039 -0.52331811 -0.46003811 -0.86128352 -0.44984062 0.47737078 -0.96825397 0.0020676879 -0.29942489 -0.69116994 "walking_downstairs" "train" "1"
"127" -0.19595375 -0.31756213 -0.1892995 -0.42198205 -0.17861912 -0.19595375 -0.69688542 -0.19534629 0.59098599 -0.96825397 -0.061525013 -0.41928887 -0.78169916 "walking_downstairs" "train" "1"
"128" -0.12881429 -0.1508711 -0.018653714 -0.29589534 0.014813395 -0.12881429 -0.60345744 0.08215446 0.69014181 -0.9047619 -0.00092859132 -0.33864541 -0.72914396 "walking_downstairs" "train" "1"
"129" -0.3306513 -0.41445103 -0.3636695 -0.4933067 -0.68466007 -0.3306513 -0.78490275 -0.37363745 0.60048684 -0.9047619 0.29365191 -0.27799433 -0.656273 "walking_downstairs" "train" "1"
"130" -0.47817554 -0.62720248 -0.53367199 -0.7375957 -0.88376034 -0.47817554 -0.88526946 -0.5472438 0.50329564 -0.33333333 0.4489403 -0.64899007 -0.91684738 "walking_downstairs" "train" "1"
"131" -0.30568085 -0.32229578 -0.24295647 -0.42041947 -0.54125789 -0.30568085 -0.74741292 -0.20571038 0.57663975 -0.9047619 0.15839594 -0.23195077 -0.62703112 "walking_downstairs" "train" "1"
"132" -0.26776962 -0.24068848 -0.14468982 -0.38183553 -0.39170583 -0.26776962 -0.70376078 -0.16051014 0.62286789 -0.9047619 0.00078379351 -0.30531536 -0.71706482 "walking_downstairs" "train" "1"
"133" -0.40817548 -0.50842111 -0.40449982 -0.61029609 -0.42149393 -0.40817548 -0.83785344 -0.35684325 0.51555598 -0.96825397 0.16926991 -0.47527422 -0.823047 "walking_downstairs" "train" "1"
"134" -0.38010682 -0.41146393 -0.34528293 -0.5142039 -0.68779632 -0.38010682 -0.80310213 -0.41013587 0.50323528 -0.96825397 0.27988228 -0.36847371 -0.75361313 "walking_downstairs" "train" "1"
"135" -0.045316739 -0.089978912 -0.008074972 -0.23268861 -0.28396213 -0.045316739 -0.53291268 -0.098624269 0.72125798 -0.87301587 0.062294411 -0.34604338 -0.73261272 "walking_downstairs" "train" "1"
"136" -0.13144583 -0.29666575 -0.19258612 -0.44044373 -0.41790309 -0.13144583 -0.65793633 -0.090302275 0.64135332 -0.96825397 0.42216975 -0.42410416 -0.76814981 "walking_downstairs" "train" "1"
