"mean" "std" "mad" "max" "min" "sma" "energy" "iqr" "entropy" "arCoeff1" "arCoeff2" "arCoeff3" "arCoeff4" "label" "class" "subject"
"103" -0.083892745 -0.135501 -0.25299801 0.13897527 -0.71573847 -0.083892745 -0.55154162 -0.41836919 0.81159089 0.11502005 -0.14884985 -0.045304676 0.3101344 "walking" "train" "1"
"104" -0.070705961 -0.12111633 -0.2022228 -0.040613956 -0.68243057 -0.070705961 -0.53829368 -0.31588417 0.80234954 0.098589622 -0.12708059 -0.044646688 0.27024271 "walking" "train" "1"
"105" -0.069540692 -0.1574232 -0.23944008 -0.040613956 -0.68926618 -0.069540692 -0.54496357 -0.30256306 0.81050104 0.0068341235 -0.043656095 -0.097099555 0.27369025 "walking" "train" "1"
"106" -0.086942954 -0.2251967 -0.29003163 -0.27193724 -0.68926618 -0.086942954 -0.57172252 -0.37276888 0.81077985 -0.040788209 -0.10569367 0.32857222 -0.15809252 "walking" "train" "1"
"107" -0.064423256 -0.15965905 -0.22839559 -0.19668882 -0.56822283 -0.064423256 -0.54141502 -0.3403711 0.84400396 0.062276461 -0.18065855 0.35081363 -0.15549048 "walking" "train" "1"
"108" -0.046465246 -0.1863706 -0.27651813 -0.1656006 -0.56822283 -0.046465246 -0.53254928 -0.4130524 0.88200086 0.12839824 -0.18849784 0.2531159 -0.11389647 "walking" "train" "1"
"109" -0.066594317 -0.25965723 -0.34352688 -0.1656006 -0.6631846 -0.066594317 -0.56230386 -0.47338847 0.81214852 0.14479036 -0.19767746 0.17411334 -0.00042888312 "walking" "train" "1"
"110" -0.10472185 -0.24911625 -0.30926911 -0.28404903 -0.84455805 -0.10472185 -0.58964376 -0.36738822 0.81050104 0.12495449 -0.20041723 0.15476269 0.094586368 "walking" "train" "1"
"111" -0.14610056 -0.25310151 -0.304665 -0.28404903 -0.84455805 -0.14610056 -0.62075081 -0.34477838 0.80867228 0.048119737 -0.13385445 0.1033381 0.14097505 "walking" "train" "1"
"112" -0.028582068 -0.077856582 -0.12926112 -0.11211325 -0.79082698 -0.028582068 -0.49528006 -0.18059732 0.82816106 -0.0068183088 -0.054302281 0.17978385 -0.12373752 "walking" "train" "1"
"113" -0.11131172 -0.2404174 -0.32352886 -0.19677282 -0.79082698 -0.11131172 -0.5929813 -0.37101137 0.80793336 0.13685918 -0.22397223 0.28278498 -0.059608549 "walking" "train" "1"
"114" -0.12637248 -0.27993018 -0.36773754 -0.19677282 -0.72218987 -0.12637248 -0.61122458 -0.51659928 0.78742684 0.1855157 -0.27399342 0.41445612 -0.23551173 "walking" "train" "1"
"115" -0.10568614 -0.22777514 -0.32129452 -0.23349994 -0.72218987 -0.10568614 -0.58642032 -0.4415293 0.81921017 -0.041971185 -0.12489415 0.53251601 -0.42846995 "walking" "train" "1"
"116" -0.083591 -0.20178048 -0.2888636 -0.23349994 -0.62606791 -0.083591 -0.56467851 -0.3844487 0.87567812 -0.079602956 -0.045562966 0.29269799 -0.1964519 "walking" "train" "1"
"117" -0.067429345 -0.24842236 -0.30375279 -0.2413529 -0.74178284 -0.067429345 -0.56092115 -0.4162983 0.87989328 0.018552979 -0.15902398 0.32706566 -0.11020364 "walking" "train" "1"
"118" -0.12064647 -0.28608766 -0.33750557 -0.32411282 -0.74178284 -0.12064647 -0.60808452 -0.40900608 0.84052772 0.16649311 -0.31134853 0.33384599 0.064795602 "walking" "train" "1"
"119" -0.23741525 -0.31617456 -0.38291508 -0.32411282 -0.69251889 -0.23741525 -0.69375168 -0.44505594 0.7608764 0.12442264 -0.25996745 0.40812306 -0.1186443 "walking" "train" "1"
"120" -0.25039364 -0.30732494 -0.36309957 -0.33813247 -0.66879292 -0.25039364 -0.70052648 -0.37588244 0.7762592 -0.038122982 -0.014743899 -0.029756283 0.17260162 "walking" "train" "1"
"121" -0.24337187 -0.29851218 -0.35443167 -0.22557446 -0.66879292 -0.24337187 -0.69458285 -0.35438276 0.81983992 -0.012179873 0.0070245367 -0.088137761 0.13879994 "walking" "train" "1"
"122" -0.24631157 -0.31235944 -0.39845031 -0.22557446 -0.94539412 -0.24631157 -0.69878979 -0.51385409 0.83026864 0.064252784 -0.12855044 0.251133 -0.17010978 "walking" "train" "1"
"123" -0.19329251 -0.26403135 -0.35608264 -0.17206864 -0.94539412 -0.19329251 -0.6556402 -0.47684229 0.81608486 -0.019925406 -0.081794994 0.33833154 -0.28966777 "walking" "train" "1"
"124" -0.1648745 -0.25321409 -0.32557912 -0.17206864 -0.74360933 -0.1648745 -0.63408845 -0.38800369 0.8498666 -0.14672051 0.054052752 0.16316463 -0.15661504 "walking" "train" "1"
"125" -0.20649227 -0.30455573 -0.37520242 -0.2685577 -0.68589838 -0.20649227 -0.67156898 -0.50602103 0.8142561 -0.018326819 -0.10896836 0.26580488 -0.074811099 "walking" "train" "1"
"126" -0.17044085 -0.18820842 -0.28297761 -0.081377907 -0.83865083 -0.17044085 -0.62568009 -0.38149936 0.83768123 -0.10706564 0.14039102 -0.19780321 0.09289358 "walking_downstairs" "train" "1"
"127" -0.048825749 -0.11708516 -0.22520739 -0.11500651 -0.76078017 -0.048825749 -0.52017841 -0.40741363 0.8830907 0.013205649 -0.023493205 0.1920615 -0.29440711 "walking_downstairs" "train" "1"
"128" -0.088540677 -0.047252457 -0.16053937 -0.083262305 -0.76078017 -0.088540677 -0.53567098 -0.35702374 0.83209741 -0.03554118 0.028455623 0.25304274 -0.45647093 "walking_downstairs" "train" "1"
"129" -0.098690394 0.013313042 -0.133515 0.013803484 -0.65821154 -0.098690394 -0.52897271 -0.3473585 0.81745352 -0.12233827 0.04986196 0.26074893 -0.34007341 "walking_downstairs" "train" "1"
"130" 0.028422451 0.18395782 0.041834411 0.09272293 -0.59021689 0.028422451 -0.3807923 -0.23521446 0.85334284 -0.12533491 -0.021216777 0.2401811 -0.058654393 "walking_downstairs" "train" "1"
"131" 0.080265708 0.19543705 0.046466513 0.09272293 -0.43740043 0.080265708 -0.33171164 -0.28282889 0.86770791 -0.18022155 0.12001426 -0.052328845 0.088805558 "walking_downstairs" "train" "1"
"132" -0.025681958 0.045663428 -0.13681732 0.11707969 -0.42289041 -0.025681958 -0.46348472 -0.52606061 0.78144738 -0.12958842 0.11951094 -0.033508408 -0.050284489 "walking_downstairs" "train" "1"
"133" -0.07035973 -0.098669794 -0.18366501 0.11707969 -0.45526793 -0.07035973 -0.53318015 -0.23458871 0.79757675 -0.078638364 0.069513723 0.043880853 -0.141956 "walking_downstairs" "train" "1"
"134" -0.077787454 -0.13898659 -0.1948435 -0.088752885 -0.61727833 -0.077787454 -0.54756289 -0.19767115 0.77980756 0.013183617 -0.010074612 0.28635281 -0.49779557 "walking_downstairs" "train" "1"
