"mean" "std" "mad" "max" "min" "sma" "energy" "iqr" "entropy" "maxInds" "meanFreq" "skewness" "kurtosis" "label" "class" "subject"
"27" -0.99322754 -0.99555244 -0.99342269 -0.99675114 -0.98398242 -0.99322754 -0.9999227 -0.99291198 -1 -0.80952381 0.55391815 -0.75105785 -0.95621744 "standing" "train" "1"
"28" -0.97565857 -0.96429842 -0.96486513 -0.9645777 -0.96563918 -0.97565857 -0.99926642 -0.98873555 -0.940965 -1 -0.31267252 0.090920462 -0.27887213 "sitting" "train" "1"
"29" -0.99476974 -0.99278695 -0.99024482 -0.99358762 -0.9894132 -0.99476974 -0.99992373 -0.99079236 -1 -0.96825397 0.30987137 -0.57910371 -0.85732355 "sitting" "train" "1"
"30" -0.99398527 -0.99407461 -0.99172756 -0.99627965 -0.99306571 -0.99398527 -0.99992312 -0.98786596 -1 -0.46031746 0.41989445 -0.82801605 -0.96549224 "sitting" "train" "1"
"31" -0.86032147 -0.76927158 -0.83723902 -0.75688337 -0.94520917 -0.86032147 -0.9810988 -0.90780826 -0.41351289 -1 -0.12170217 0.73894612 0.51137648 "sitting" "train" "1"
"32" -0.85131788 -0.82288377 -0.85760884 -0.8115918 -0.86959055 -0.85131788 -0.98528953 -0.91124568 -0.39291452 -1 0.10924388 0.55746175 0.30462721 "sitting" "train" "1"
"33" -0.91377977 -0.90566871 -0.91552804 -0.89924426 -0.94729199 -0.91377977 -0.99504114 -0.93348409 -0.57339379 -1 0.20968223 0.36251367 0.1259096 "sitting" "train" "1"
"34" -0.99033636 -0.98782658 -0.98826939 -0.98686489 -0.97769455 -0.99033636 -0.99983571 -0.99194268 -1 -1 0.2496267 -0.15555001 -0.50815085 "sitting" "train" "1"
"35" -0.99554762 -0.99517066 -0.99357338 -0.9962323 -0.99887557 -0.99554762 -0.99994533 -0.99221917 -1 -0.93650794 0.35068262 -0.6671916 -0.91553191 "sitting" "train" "1"
"36" -0.99778629 -0.99658205 -0.99577326 -0.99651244 -0.98878091 -0.99778629 -0.99997314 -0.99651982 -1 -0.9047619 0.20742657 -0.53693634 -0.84746142 "sitting" "train" "1"
"37" -0.99779214 -0.99581104 -0.99442951 -0.99575582 -0.98982141 -0.99779214 -0.99996952 -0.99411455 -1 -1 0.27088552 -0.54669073 -0.84258109 "sitting" "train" "1"
"38" -0.99760323 -0.99632383 -0.99526604 -0.99745664 -0.98913212 -0.99760323 -0.99997034 -0.99685573 -1 -0.87301587 0.58411544 -0.67868066 -0.92654975 "sitting" "train" "1"
"39" -0.9795682 -0.97790115 -0.97568038 -0.98050746 -0.98798432 -0.9795682 -0.9995595 -0.97912277 -0.940965 -1 0.13208827 -0.25399309 -0.6504026 "sitting" "train" "1"
"40" -0.99263806 -0.99098543 -0.99002852 -0.98983704 -0.97774058 -0.99263806 -0.99988832 -0.99209871 -1 -0.9047619 0.36795187 -0.26571936 -0.58559207 "sitting" "train" "1"
"41" -0.99454495 -0.994891 -0.99328239 -0.99650413 -0.99270848 -0.99454495 -0.99993359 -0.99259697 -1 -0.3968254 0.599001 -0.76345884 -0.9347483 "sitting" "train" "1"
"42" -0.9923338 -0.99338603 -0.99166051 -0.99469239 -0.97870969 -0.9923338 -0.99990046 -0.99275101 -1 -0.96825397 0.39526201 -0.59254385 -0.89044996 "sitting" "train" "1"
"43" -0.99341205 -0.99215353 -0.99022106 -0.99372279 -0.98743146 -0.99341205 -0.99990506 -0.98953109 -1 -0.87301587 0.26160998 -0.53851849 -0.83457724 "sitting" "train" "1"
"44" -0.99377944 -0.99534721 -0.99390017 -0.99564556 -0.96971661 -0.99377944 -0.99992777 -0.99365526 -1 -0.80952381 0.62918951 -0.63414003 -0.89590207 "sitting" "train" "1"
"45" -0.99548811 -0.99565716 -0.99360421 -0.99550312 -0.97998767 -0.99548811 -0.99994722 -0.99345797 -1 -0.74603175 0.70330222 -0.68009875 -0.88959221 "sitting" "train" "1"
"46" -0.99752566 -0.99647978 -0.99456547 -0.99786009 -0.98940869 -0.99752566 -0.99997038 -0.99395686 -1 -0.93650794 0.65638671 -0.7559221 -0.96479768 "sitting" "train" "1"
"47" -0.99779274 -0.99754113 -0.99633145 -0.99751303 -0.98839278 -0.99779274 -0.9999774 -0.99524425 -1 -0.58730159 0.65734523 -0.76601984 -0.93593558 "sitting" "train" "1"
"48" -0.9965707 -0.99396034 -0.99199144 -0.99609347 -0.99675022 -0.9965707 -0.99994858 -0.99280401 -1 -0.65079365 0.46013937 -0.64966114 -0.9151595 "sitting" "train" "1"
"49" -0.99412111 -0.99059234 -0.98959829 -0.99150772 -0.99808875 -0.99412111 -0.99990206 -0.99495542 -1 -0.93650794 0.43263467 -0.43448914 -0.7767278 "sitting" "train" "1"
"50" -0.99602589 -0.99284617 -0.99127429 -0.99473742 -0.9958335 -0.99602589 -0.99993671 -0.99358428 -1 -0.93650794 0.34738048 -0.57671278 -0.88777607 "sitting" "train" "1"
"51" -0.99573563 -0.99550624 -0.99414396 -0.99669068 -0.98742838 -0.99573563 -0.99994892 -0.9971819 -1 -0.77777778 0.55883202 -0.66198906 -0.91802959 "sitting" "train" "1"
"52" -0.91028972 -0.89146988 -0.89524293 -0.90592802 -0.94899233 -0.91028972 -0.99416617 -0.9151439 -0.54887719 -1 -0.2985904 0.0088220203 -0.42029359 "laying" "train" "1"
"53" -0.99251304 -0.99296117 -0.9899203 -0.9962306 -0.99260546 -0.99251304 -0.99989996 -0.98886257 -1 -0.77777778 0.52197041 -0.73958019 -0.9483495 "laying" "train" "1"
"54" -0.99450594 -0.99355488 -0.99271849 -0.99190783 -0.99107429 -0.99450594 -0.99992565 -0.99292228 -1 -0.93650794 0.61604851 -0.30012057 -0.59621469 "laying" "train" "1"
"55" -0.99620832 -0.99331487 -0.99169825 -0.9942625 -0.99996345 -0.99620832 -0.99994134 -0.99295319 -1 -0.9047619 0.16106371 -0.51291039 -0.83803066 "laying" "train" "1"
"56" -0.99699634 -0.99267283 -0.99296636 -0.99322452 -0.99141945 -0.99699634 -0.99994476 -0.99462028 -1 -0.77777778 0.25415745 -0.27911558 -0.67462925 "laying" "train" "1"
"57" -0.99297665 -0.99209042 -0.99035422 -0.99372475 -0.9965765 -0.99297665 -0.99989974 -0.99176473 -1 -0.77777778 0.12645375 -0.58387697 -0.86626149 "laying" "train" "1"
"58" -0.99315112 -0.99218464 -0.98865389 -0.99545814 -0.98630526 -0.99315112 -0.99990234 -0.98523922 -1 -0.80952381 0.13264009 -0.6899996 -0.95446378 "laying" "train" "1"
"59" -0.99399846 -0.99404556 -0.99285575 -0.99400017 -0.99098871 -0.99399846 -0.99992309 -0.99294279 -1 0.11111111 0.52123462 -0.58332084 -0.82162016 "laying" "train" "1"
"60" -0.99422415 -0.99288778 -0.98984832 -0.99441935 -0.99309354 -0.99422415 -0.99991861 -0.98884775 -1 -0.96825397 0.66509324 -0.67535461 -0.91548588 "laying" "train" "1"
"61" -0.99574837 -0.9941316 -0.99227498 -0.99620083 -0.98653604 -0.99574837 -0.99994166 -0.99436455 -1 -0.96825397 0.41231545 -0.64352074 -0.92615387 "laying" "train" "1"
"62" -0.99630902 -0.99439907 -0.99235185 -0.99590713 -0.99312711 -0.99630902 -0.99994859 -0.99134061 -1 -0.71428571 0.25938936 -0.6644992 -0.92530955 "laying" "train" "1"
"63" -0.9958311 -0.99673367 -0.99618959 -0.99509573 -0.98327358 -0.9958311 -0.99995575 -0.99558491 -1 -0.77777778 0.43807407 -0.5461908 -0.75909555 "laying" "train" "1"
"64" -0.99276118 -0.99606696 -0.99449783 -0.99653409 -0.99445088 -0.99276118 -0.99991993 -0.9933712 -1 -0.93650794 0.51011698 -0.91222499 -0.94484887 "laying" "train" "1"
"65" -0.86488401 -0.86628146 -0.88646014 -0.86655357 -0.91584176 -0.86488401 -0.98956608 -0.92612942 -0.36617515 -1 0.15819535 0.29066974 -0.091568925 "laying" "train" "1"
"66" -0.98214074 -0.97572739 -0.97468806 -0.98226727 -0.99758172 -0.98214074 -0.99957721 -0.98491815 -0.89799999 -1 -0.1213258 -0.27936054 -0.71327157 "laying" "train" "1"
"67" -0.72619041 -0.59248301 -0.67739848 -0.59049142 -0.96546941 -0.72619041 -0.93927972 -0.77165307 -0.22219618 -1 -0.59281703 0.52864384 0.22743418 "laying" "train" "1"
"68" -0.72546081 -0.64267705 -0.69597493 -0.67098447 -0.85394989 -0.72546081 -0.94777114 -0.80127887 -0.15542519 -1 -0.50332465 0.27466805 -0.14261763 "laying" "train" "1"
"69" -0.9445135 -0.95467415 -0.94680915 -0.95629412 -0.92231494 -0.9445135 -0.99814061 -0.94534893 -0.8612167 -1 0.25179871 -0.27264516 -0.55262155 "laying" "train" "1"
"70" -0.83435446 -0.74626649 -0.80013181 -0.72002234 -0.98619644 -0.83435446 -0.97617448 -0.85580134 -0.36617515 -1 -0.23928235 0.82892886 0.74722443 "laying" "train" "1"
"71" -0.35848249 -0.32035278 -0.3645191 -0.38657216 -0.85723676 -0.35848249 -0.77693784 -0.53313636 0.19254267 -1 0.15463256 0.18491024 -0.22751459 "laying" "train" "1"
"72" -0.33175609 -0.25098304 -0.35645889 -0.31582179 -0.67660388 -0.33175609 -0.74496604 -0.54250787 0.17679454 -1 0.087846855 0.29196489 -0.12348309 "laying" "train" "1"
"73" -0.87188606 -0.82739933 -0.86224178 -0.83816601 -0.90294907 -0.87188606 -0.98738841 -0.91488623 -0.36021288 -1 -0.19452701 0.35017422 -0.070534524 "laying" "train" "1"
"74" -0.97823155 -0.98139751 -0.98023023 -0.97935092 -0.98370635 -0.97823155 -0.99957595 -0.98147665 -0.940965 -0.96825397 0.41045514 -0.1153156 -0.41227441 "laying" "train" "1"
"75" -0.98065971 -0.97856496 -0.97920769 -0.97906026 -0.9752815 -0.98065971 -0.99958814 -0.98631016 -0.940965 -1 0.29147682 -0.091312041 -0.49824659 "laying" "train" "1"
"76" -0.99656785 -0.99570379 -0.99381053 -0.99698882 -0.98492981 -0.99656785 -0.99995791 -0.99152481 -1 -0.61904762 0.69568998 -0.73359904 -0.95150171 "laying" "train" "1"
"77" -0.99527734 -0.99726274 -0.99640566 -0.99730782 -0.97035827 -0.99527734 -0.99995257 -0.99607601 -1 -0.93650794 0.42434458 -0.70936853 -0.93756618 "laying" "train" "1"
"78" -0.99391936 -0.99439161 -0.99271462 -0.99560992 -0.99001607 -0.99391936 -0.99992419 -0.99318226 -1 -0.93650794 0.44982668 -0.65240708 -0.91549962 "laying" "train" "1"
"79" -0.15404481 -0.18468998 -0.084326809 -0.37177258 -0.80408124 -0.15404481 -0.64575742 -0.17364104 0.48492597 -0.9047619 0.05448232 -0.22010544 -0.63271715 "walking" "train" "1"
"80" -0.17844557 -0.23065634 -0.14863222 -0.32869484 -0.79426959 -0.17844557 -0.67343693 -0.23052361 0.43822479 -0.87301587 0.19047898 -0.14370836 -0.5284259 "walking" "train" "1"
"81" -0.14943801 -0.32125627 -0.19930757 -0.43866311 -0.51196392 -0.14943801 -0.68889747 -0.32464195 0.44137229 -0.87301587 0.31075674 -0.36595988 -0.71017498 "walking" "train" "1"
"82" -0.13222215 -0.23261183 -0.18561237 -0.23092613 -0.84819342 -0.13222215 -0.65204113 -0.27356036 0.40829089 -0.87301587 0.26645968 0.081417901 -0.17220854 "walking" "train" "1"
"83" -0.11608747 -0.20103653 -0.058491029 -0.33991898 -0.41128359 -0.11608747 -0.63307231 -0.18590519 0.51019853 -0.87301587 -0.0016147957 -0.27784578 -0.64858756 "walking" "train" "1"
"84" -0.15902098 -0.25781592 -0.11709258 -0.48817981 -0.78346654 -0.15902098 -0.67343301 -0.26202397 0.48455399 -0.87301587 0.0021477746 -0.40736727 -0.79576947 "walking" "train" "1"
"85" -0.13543936 -0.19450513 -0.026957271 -0.37672926 -0.74380191 -0.13543936 -0.64030014 -0.016373756 0.51969074 -0.87301587 -0.12313669 -0.38170291 -0.73989706 "walking" "train" "1"
"86" -0.088076196 -0.032996374 0.077706613 -0.29677635 -0.16112349 -0.088076196 -0.55301194 -0.13593081 0.43225078 -0.87301587 0.022105937 -0.18895719 -0.62288681 "walking" "train" "1"
"87" -0.21590346 -0.36040189 -0.24065679 -0.51015315 -0.018009841 -0.21590346 -0.73109646 -0.29374714 0.33628378 -0.9047619 0.015740678 -0.36629719 -0.73687222 "walking" "train" "1"
"88" -0.083012895 -0.29820284 -0.21098242 -0.38689609 -0.83303828 -0.083012895 -0.64866727 -0.24479511 0.43796065 -0.87301587 0.22735472 -0.27555733 -0.61106817 "walking" "train" "1"
"89" -0.13711251 -0.21444218 -0.18830572 -0.23707613 -0.400104 -0.13711251 -0.64816261 -0.36008228 0.41528241 -0.87301587 0.10701003 0.055502889 -0.25872091 "walking" "train" "1"
"90" -0.11944835 -0.22363449 -0.22672066 -0.22010072 -0.78431224 -0.11944835 -0.64265505 -0.37006399 0.40537327 -0.87301587 0.212359 0.13549805 -0.14899332 "walking" "train" "1"
"91" -0.1525068 -0.27939285 -0.23342213 -0.30563221 -0.11840858 -0.1525068 -0.6773415 -0.39448335 0.34802308 -0.87301587 0.46054314 -0.010170202 -0.33559316 "walking" "train" "1"
"92" -0.1027928 -0.097456627 -0.055776075 -0.17895096 -0.477911 -0.1027928 -0.58726099 -0.2719816 0.50917576 -0.87301587 0.20626159 -0.045966571 -0.40287897 "walking" "train" "1"
"93" -0.037076583 -0.15403764 -0.13109273 -0.15326755 -0.27240789 -0.037076583 -0.5747297 -0.26070571 0.38154617 -0.87301587 0.20167027 0.13129767 -0.16648881 "walking" "train" "1"
"94" -0.033384888 -0.23700181 -0.14404619 -0.42021303 -0.46521725 -0.033384888 -0.60236906 -0.31066801 0.49127978 -0.87301587 0.18016645 -0.36544082 -0.71492022 "walking" "train" "1"
"95" -0.036035559 -0.054349766 -0.087157303 -0.10907492 -0.18219434 -0.036035559 -0.5345303 -0.3599589 0.41885954 -0.87301587 0.11295005 0.10504229 -0.27522768 "walking" "train" "1"
"96" -0.11731484 -0.096090417 0.028679141 -0.30712846 -0.91823205 -0.11731484 -0.59401083 0.0055017019 0.55580877 -0.87301587 -0.097468816 -0.28279 -0.6617361 "walking" "train" "1"
"97" -0.13165627 -0.11600375 -0.12320336 -0.19822842 -0.58427057 -0.13165627 -0.60900326 -0.27603595 0.45102411 -0.9047619 0.0070858463 0.027940241 -0.36004808 "walking" "train" "1"
"98" -0.16751229 -0.11953962 -0.10635259 -0.14943654 -0.37622569 -0.16751229 -0.6276175 -0.27845065 0.39704562 -0.9047619 0.078676071 0.14649062 -0.17390894 "walking" "train" "1"
"99" -0.064023916 -0.1854781 -0.084559392 -0.32590335 -0.86890135 -0.064023916 -0.60075521 0.0054777697 0.46296308 -0.87301587 0.076289869 -0.27826454 -0.61374585 "walking" "train" "1"
"100" -0.024979346 -0.15457071 0.033447782 -0.31854687 -0.65818664 -0.024979346 -0.56831911 0.10546069 0.53878655 -0.87301587 0.1438764 -0.36529764 -0.71512189 "walking" "train" "1"
"101" -0.014190613 -0.3048822 -0.2398926 -0.37588838 -0.18059985 -0.014190613 -0.61380591 -0.41636247 0.40588765 -0.87301587 0.49109352 -0.28137278 -0.60978086 "walking" "train" "1"
"102" 0.14902796 -0.055870716 -0.0088548138 -0.053299729 -0.45043504 0.14902796 -0.42502658 -0.14561606 0.53333816 -0.87301587 0.45720655 0.036248158 -0.21725716 "walking" "train" "1"
"103" 0.11159718 -0.029341473 0.052345055 -0.064023931 -0.87322373 0.11159718 -0.43757363 -0.010766383 0.61481392 -0.87301587 0.20378054 -0.033995444 -0.31849556 "walking" "train" "1"
"104" 0.037196642 -0.021848235 0.0019767083 -0.18470813 -0.70868791 0.037196642 -0.47935572 -0.35092524 0.54196427 -0.87301587 -0.017682232 -0.11140007 -0.53509727 "walking" "train" "1"
"105" -0.070366165 -0.069383752 -0.0033456572 -0.32121564 -0.47963096 -0.070366165 -0.55912488 -0.32259544 0.45311431 -0.87301587 -0.084671135 -0.23059914 -0.68497967 "walking" "train" "1"
"106" -0.16543159 -0.22728925 -0.17592998 -0.38709677 -0.61508449 -0.16543159 -0.66619159 -0.32190519 0.44360145 -0.87301587 0.074714566 -0.20708161 -0.61959386 "walking" "train" "1"
"107" -0.006305701 -0.15557509 -0.11967146 -0.15124895 0.034139084 -0.006305701 -0.55833155 -0.21009975 0.43453109 -0.87301587 0.249902 0.11071914 -0.17811696 "walking" "train" "1"
"108" -0.018739839 -0.11642689 -0.072287057 -0.12110308 -0.47664429 -0.018739839 -0.5502383 -0.13989647 0.48868615 -0.87301587 0.23101127 0.092889116 -0.18135372 "walking" "train" "1"
"109" -0.066482075 -0.1898893 -0.098893202 -0.29583205 -0.58195898 -0.066482075 -0.60364333 -0.18554191 0.4924738 -0.87301587 0.12683861 -0.20116668 -0.56382792 "walking" "train" "1"
"110" -0.076468804 -0.19893948 -0.085196953 -0.39626488 0.0041618613 -0.076468804 -0.61211465 -0.34041956 0.44123831 -0.87301587 0.13853653 -0.32407302 -0.7335078 "walking" "train" "1"
"111" -0.17050555 -0.13135164 -0.038057414 -0.2678925 -0.43114255 -0.17050555 -0.63360913 -0.22346458 0.39560538 -0.9047619 0.013598554 -0.13183556 -0.53745387 "walking" "train" "1"
"112" 0.0073370091 -0.1124273 0.056542096 -0.32899955 -0.22310232 0.0073370091 -0.53404862 -0.078407955 0.51533546 -0.87301587 0.14646886 -0.38561812 -0.76131458 "walking" "train" "1"
"113" -0.11162625 -0.20312045 -0.11297882 -0.23889649 -0.54031425 -0.11162625 -0.63157863 -0.14051935 0.42927695 -0.87301587 0.34009906 -0.046470199 -0.33922734 "walking" "train" "1"
"114" -0.16550496 -0.17233329 -0.23178622 -0.15805045 -0.67769795 -0.16550496 -0.64669096 -0.36978134 0.3822123 -0.87301587 0.14027819 0.26315886 -0.0021094119 "walking" "train" "1"
"115" -0.19654319 -0.18169343 -0.1475437 -0.28602224 -0.85170222 -0.19654319 -0.66448392 -0.44845884 0.30928178 -0.87301587 -0.10008728 -0.081360657 -0.48178877 "walking" "train" "1"
"116" -0.086541332 -0.10569655 -0.024123934 -0.29527676 -0.21034838 -0.086541332 -0.58224087 -0.2732861 0.42308903 -0.87301587 -0.077658651 -0.19245384 -0.62652962 "walking" "train" "1"
"117" -0.052196241 -0.056738314 0.022634514 -0.32681876 -0.38984506 -0.052196241 -0.54424476 -0.35473674 0.49743901 -0.87301587 -0.00045438337 -0.22371276 -0.67122732 "walking" "train" "1"
"118" -0.10768355 -0.14323308 -0.010645574 -0.33276334 -0.79573292 -0.10768355 -0.60760587 -0.044467147 0.54803343 -0.87301587 -0.028160303 -0.31321182 -0.67105069 "walking" "train" "1"
"119" -0.2031898 -0.29733105 -0.26680356 -0.36370348 -0.48040838 -0.2031898 -0.70657594 -0.38492964 0.42316559 -0.87301587 0.14933979 -0.10326777 -0.45222556 "walking" "train" "1"
"120" -0.2158681 -0.2018278 -0.099222763 -0.40736929 -0.89925365 -0.2158681 -0.68038986 -0.25356434 0.38920769 -0.9047619 -0.056242451 -0.22890875 -0.65033199 "walking" "train" "1"
"121" -0.25196175 -0.17698376 -0.14521426 -0.28078349 -0.36896709 -0.25196175 -0.68709535 -0.32652038 0.34917181 -0.9047619 -0.1529935 0.018900225 -0.39066798 "walking" "train" "1"
"122" -0.2181647 -0.3246622 -0.23597188 -0.53909313 -0.85460789 -0.2181647 -0.72164002 -0.43945177 0.38050881 -0.87301587 0.084941355 -0.34897415 -0.7497705 "walking" "train" "1"
"123" -0.1838019 -0.26499261 -0.17784218 -0.3901706 -0.21101389 -0.1838019 -0.68739634 -0.34904085 0.34507105 -0.9047619 0.096169228 -0.25984965 -0.64931125 "walking" "train" "1"
"124" -0.26515152 -0.24234801 -0.16516114 -0.39586003 -0.86590623 -0.26515152 -0.71558523 -0.36252158 0.42625433 -0.9047619 -0.088237192 -0.22991478 -0.63799393 "walking" "train" "1"
"125" -0.20472796 -0.20352685 -0.18012058 -0.28777287 -0.66097911 -0.20472796 -0.67601483 -0.34468903 0.42360167 -0.9047619 -0.0085176052 -0.0088468719 -0.4020248 "walking" "train" "1"
"126" -0.11489946 -0.24919755 -0.17115275 -0.36166407 -0.39392011 -0.11489946 -0.64906205 -0.23573454 0.41459836 -0.9047619 0.12886885 -0.18719917 -0.57793624 "walking_downstairs" "train" "1"
"127" -0.086251433 -0.25748397 -0.16060654 -0.40659252 -0.35153089 -0.086251433 -0.63726532 -0.20234725 0.50992673 -0.9047619 0.16132417 -0.37407932 -0.71263522 "walking_downstairs" "train" "1"
"128" -0.052287846 -0.10043928 -0.089535465 -0.12272018 0.076914028 -0.052287846 -0.56216104 -0.26351589 0.38612846 -0.9047619 0.062272888 0.15480752 -0.18128855 "walking_downstairs" "train" "1"
"129" -0.06871901 -0.058501644 -0.093536556 -0.12837863 -0.83966931 -0.06871901 -0.55374068 -0.30960388 0.49973332 -0.9047619 -0.024356122 0.041779958 -0.31835515 "walking_downstairs" "train" "1"
"130" 0.028128341 -0.11387575 -0.03842535 -0.16245723 -0.035097722 0.028128341 -0.52269304 -0.12655603 0.50883363 -0.9047619 0.0044452838 -0.055600245 -0.38313226 "walking_downstairs" "train" "1"
"131" 0.15583162 0.1166262 0.12514347 0.12516491 0.22684557 0.15583162 -0.34181088 0.064083035 0.54413907 -0.9047619 0.081107128 0.21111431 -0.065317184 "walking_downstairs" "train" "1"
"132" 0.1285087 0.18855262 0.22523315 0.071873643 -0.48629845 0.1285087 -0.32264454 0.037676505 0.62955444 -0.9047619 0.029074796 0.028879696 -0.3532665 "walking_downstairs" "train" "1"
"133" -0.0068252185 -0.08694342 0.061139935 -0.30670549 -0.12830499 -0.0068252185 -0.53185186 -0.02672401 0.48531557 -0.9047619 0.036810512 -0.30987305 -0.70755644 "walking_downstairs" "train" "1"
"134" -0.060360287 -0.07203612 0.084807388 -0.31674086 -0.39123531 -0.060360287 -0.55494172 -0.094096784 0.6020353 -0.9047619 -0.13226431 -0.37494044 -0.76340386 "walking_downstairs" "train" "1"
"135" 0.3516744 0.27824359 0.46952552 -0.057221898 -0.85036965 0.3516744 -0.11804261 0.1155816 0.70868414 -0.87301587 -0.18496707 -0.35671526 -0.75747236 "walking_downstairs" "train" "1"
"136" 0.21162113 0.091256753 0.055650859 0.075140431 0.12073887 0.21162113 -0.31707083 -0.091755693 0.53980558 -0.9047619 0.054836089 0.106933 -0.20362213 "walking_downstairs" "train" "1"
