"mean" "std" "mad" "max" "min" "sma" "energy" "iqr" "entropy" "arCoeff1" "arCoeff2" "arCoeff3" "arCoeff4" "label" "class" "subject"
"34" -0.93617751 -0.96711724 -0.96395889 -0.95467741 -0.86134038 -0.93617751 -0.99788192 -0.95833399 0.044427894 -0.29963032 0.09998648 0.046009366 0.078054731 "sitting" "train" "1"
"35" -0.96385423 -0.97509882 -0.97023689 -0.98044952 -0.94392516 -0.96385423 -0.99921638 -0.96525397 -0.0077502275 0.31774421 -0.41302946 0.27875869 -0.11178973 "sitting" "train" "1"
"36" -0.98430476 -0.98688986 -0.98509701 -0.99030212 -0.98772069 -0.98430476 -0.99980589 -0.98484654 -0.23687967 0.71651253 -0.71130403 0.4630804 -0.37878322 "sitting" "train" "1"
"37" -0.99388844 -0.9937742 -0.99252753 -0.99552249 -0.99354669 -0.99388844 -0.99995201 -0.99230613 -0.51909787 0.60515625 -0.59497784 0.47576249 -0.47455019 "sitting" "train" "1"
"38" -0.99663124 -0.99631676 -0.99620667 -0.99552249 -0.99354669 -0.99663124 -0.99997841 -0.9969409 -0.71313613 0.55419183 -0.52169768 0.27783888 -0.15583232 "sitting" "train" "1"
"39" -0.62607513 -0.83659935 -0.80099482 -0.83570156 -0.24098688 -0.62607513 -0.9360456 -0.78247832 0.68047411 -0.29049215 0.12109292 -0.19069928 0.42734059 "sitting" "train" "1"
"40" -0.78814522 -0.82768948 -0.79732965 -0.87338068 -0.80421154 -0.78814522 -0.97632842 -0.78055602 0.81020038 -0.40691029 0.14056637 -0.071655027 0.37804661 "sitting" "train" "1"
"41" -0.92159819 -0.8924004 -0.87001751 -0.93651433 -0.96630613 -0.92159819 -0.995543 -0.84502114 0.4787489 -0.20650795 -0.074240341 0.16116862 0.16462551 "sitting" "train" "1"
"42" -0.9823882 -0.9765392 -0.97377302 -0.98148041 -0.98201948 -0.9823882 -0.99971421 -0.9777657 -0.2116943 0.25802147 -0.33971062 0.26010153 -0.16218875 "sitting" "train" "1"
"43" -0.98533998 -0.98621149 -0.98409023 -0.98888279 -0.98201948 -0.98533998 -0.99981995 -0.98592138 -0.29402191 0.2210044 -0.33244425 0.31475104 -0.20574201 "sitting" "train" "1"
"44" -0.98075358 -0.98928227 -0.98820965 -0.98888279 -0.96390662 -0.98075358 -0.99975014 -0.98804972 -0.3337298 0.028002764 -0.12560391 0.08933325 -0.00027468917 "sitting" "train" "1"
"45" -0.98832457 -0.99026281 -0.98874467 -0.99253195 -0.99632962 -0.98832457 -0.99987978 -0.98789888 -0.37014292 0.37124158 -0.37117867 0.21256876 -0.19387337 "sitting" "train" "1"
"46" -0.99356422 -0.99467142 -0.99376956 -0.99607679 -0.99632962 -0.99356422 -0.99995126 -0.99356211 -0.52242187 0.41311568 -0.4374264 0.2673075 -0.16553848 "sitting" "train" "1"
"47" -0.99465856 -0.99446094 -0.99332226 -0.99607679 -0.99548896 -0.99465856 -0.99996017 -0.99319478 -0.54294971 0.33799654 -0.44246121 0.36280021 -0.17808361 "sitting" "train" "1"
"48" -0.99552574 -0.99652094 -0.99591705 -0.99684024 -0.99548896 -0.99552574 -0.99997113 -0.99554744 -0.63738745 0.30189688 -0.36958536 0.37540219 -0.32390451 "sitting" "train" "1"
"49" -0.99504293 -0.99637214 -0.99582393 -0.99684024 -0.99236958 -0.99504293 -0.9999672 -0.99591978 -0.6335802 0.26190987 -0.28869919 0.21603542 -0.17773775 "sitting" "train" "1"
"50" -0.99441055 -0.99557457 -0.99498159 -0.9949165 -0.99236958 -0.99441055 -0.99996055 -0.99503115 -0.60631426 0.36367969 -0.36403073 0.32305648 -0.37246081 "sitting" "train" "1"
"51" -0.9936703 -0.99428791 -0.99434521 -0.99260973 -0.9914204 -0.9936703 -0.99995132 -0.99536152 -0.55945943 0.090073898 -0.20404886 0.30033545 -0.23084493 "sitting" "train" "1"
"52" -0.77756178 -0.81164844 -0.7796165 -0.83111325 -0.71311737 -0.77756178 -0.97359459 -0.73946212 0.73125002 -0.46861908 0.44444293 -0.38764633 0.23653701 "laying" "train" "1"
"53" -0.91521896 -0.89860396 -0.87987645 -0.93711704 -0.95398122 -0.91521896 -0.99525191 -0.87474847 0.51147876 -0.28298678 0.099806166 -0.26499654 0.60836794 "laying" "train" "1"
"54" -0.97340095 -0.97291051 -0.97062872 -0.97761136 -0.9612347 -0.97340095 -0.99948723 -0.97340509 -0.086295986 -0.060060919 -0.051199662 0.0660234 -0.0002393424 "laying" "train" "1"
"55" -0.98209908 -0.99305154 -0.99185951 -0.99263477 -0.9612347 -0.98209908 -0.99978804 -0.99193208 -0.46644637 -0.00033604506 -0.10042595 0.14688703 -0.12036135 "laying" "train" "1"
"56" -0.98441252 -0.99444823 -0.99378914 -0.99282655 -0.96877685 -0.98441252 -0.9998326 -0.99379076 -0.5040691 0.039689028 -0.1422764 0.016237234 0.15909778 "laying" "train" "1"
"57" -0.98814549 -0.99621972 -0.99589926 -0.99581415 -0.98288405 -0.98814549 -0.99989305 -0.99586562 -0.61796686 0.11029068 -0.17519326 0.00733316 0.1370497 "laying" "train" "1"
"58" -0.99251294 -0.99394818 -0.99214382 -0.9961984 -0.99079543 -0.99251294 -0.99993957 -0.98978884 -0.52613608 0.21072208 -0.24946592 -0.019469055 0.21297646 "laying" "train" "1"
"59" -0.9959893 -0.99774873 -0.99759001 -0.99719682 -0.99374856 -0.9959893 -0.99997648 -0.99823927 -0.73493927 0.31543424 -0.32400893 0.030681773 0.14755284 "laying" "train" "1"
"60" -0.99683171 -0.99804238 -0.99764341 -0.99746026 -0.99374856 -0.99683171 -0.9999825 -0.99723291 -0.77412419 0.23087785 -0.25135495 0.13058738 -0.067305157 "laying" "train" "1"
"61" -0.99705625 -0.99852708 -0.99815196 -0.9986547 -0.99459752 -0.99705625 -0.99998454 -0.99779447 -0.78164141 0.27859668 -0.31416588 0.20095246 -0.10985589 "laying" "train" "1"
"62" -0.99661933 -0.99904418 -0.99882745 -0.99917752 -0.99459752 -0.99661933 -0.99998243 -0.99875814 -0.82078107 0.54747163 -0.6158619 0.41179045 -0.18307877 "laying" "train" "1"
"63" -0.99624004 -0.99800631 -0.9977036 -0.99806364 -0.99058837 -0.99624004 -0.99997858 -0.99818248 -0.76448531 0.48750938 -0.55276645 0.39941593 -0.2227102 "laying" "train" "1"
"64" -0.99595283 -0.99717953 -0.99669769 -0.99806364 -0.99746642 -0.99595283 -0.99997534 -0.99681699 -0.67173732 0.29047801 -0.27005371 0.14208596 -0.16668411 "laying" "train" "1"
"65" -0.6073844 -0.79933651 -0.81134064 -0.75201682 -0.14341513 -0.6073844 -0.92815873 -0.86829062 0.66586195 -0.47295802 0.42775066 -0.54150308 0.57331977 "laying" "train" "1"
"66" -0.75196917 -0.84458764 -0.81550103 -0.86931148 -0.64873824 -0.75196917 -0.9698966 -0.79465773 0.67592024 -0.28577824 0.060031566 -0.073962298 0.37402766 "laying" "train" "1"
"67" -0.59910183 -0.21074593 -0.31229498 -0.25142193 -0.64873824 -0.59910183 -0.85026918 -0.60317325 0.70229706 -0.75548371 0.63520186 -0.32686711 0.17917995 "laying" "train" "1"
"68" -0.54709337 -0.23749421 -0.36153495 -0.25142193 -0.807026 -0.54709337 -0.83666585 -0.64137356 0.82136665 -0.76122409 0.65643033 -0.36124934 0.19352352 "laying" "train" "1"
"69" -0.80157467 -0.75933208 -0.74954259 -0.80676861 -0.98427857 -0.80157467 -0.97502951 -0.74923175 0.76934709 -0.68731649 0.64476383 -0.39203392 0.12207285 "laying" "train" "1"
"70" -0.71573909 -0.43782608 -0.48688158 -0.26647137 -0.98427857 -0.71573909 -0.92390692 -0.62610985 0.803919 -0.24732502 0.055668065 0.071166132 0.11013662 "laying" "train" "1"
"71" -0.40112981 0.27340612 0.028860731 0.16937681 -0.89866955 -0.40112981 -0.63776232 -0.45562801 0.85039125 -0.36765841 0.065948647 0.26021913 -0.044180094 "laying" "train" "1"
"72" -0.48420622 0.25838625 -0.02575461 0.16937681 -0.89866955 -0.48420622 -0.682044 -0.44790095 0.81190874 -0.27573169 -0.030634947 0.3292974 -0.092529447 "laying" "train" "1"
"73" -0.73358055 -0.71856338 -0.74630586 -0.72925907 -0.84577603 -0.73358055 -0.95867728 -0.86615968 0.65184256 -0.67235561 0.66511667 -0.53932225 0.29967446 "laying" "train" "1"
"74" -0.79201016 -0.90706493 -0.8931741 -0.9054107 -0.60107184 -0.79201016 -0.97979336 -0.86576726 0.46245562 -0.23183735 0.13905201 -0.095643388 0.093627227 "laying" "train" "1"
"75" -0.87634272 -0.91334379 -0.89384812 -0.93014783 -0.83003252 -0.87634272 -0.99205788 -0.88769224 0.42544128 -0.12848916 0.071303547 -0.096895329 0.086722501 "laying" "train" "1"
"76" -0.95121536 -0.93829404 -0.92206691 -0.96634103 -0.98916465 -0.95121536 -0.99827629 -0.90565815 0.2271428 -0.034383281 -0.17976357 0.32114382 -0.16266786 "laying" "train" "1"
"77" -0.98737097 -0.98035599 -0.9815716 -0.98272489 -0.99452367 -0.98737097 -0.99982033 -0.98902064 -0.24576059 0.21710143 -0.39030805 0.46676847 -0.30791833 "laying" "train" "1"
"78" -0.99204765 -0.99363406 -0.99226604 -0.99463902 -0.99452367 -0.99204765 -0.99993408 -0.99041333 -0.48270545 0.22413562 -0.36875917 0.47387505 -0.37642419 "laying" "train" "1"
"79" -0.034395601 -0.16818626 -0.062419252 -0.38259533 -0.48674233 -0.034395601 -0.5135152 -0.1010419 0.13703385 0.11027771 -0.21177428 0.29442453 -0.26244415 "walking" "train" "1"
"80" -0.14093823 -0.21605518 -0.081256166 -0.41989844 -0.56520385 -0.14093823 -0.60592954 0.052856316 0.26701758 0.16920984 -0.19186306 0.20354516 -0.25638916 "walking" "train" "1"
"81" -0.094593563 -0.29084739 -0.18957685 -0.46008366 -0.68527229 -0.094593563 -0.58558842 -0.16228767 0.2720853 0.23772054 -0.23854105 0.016162243 0.08457054 "walking" "train" "1"
"82" -0.049340623 -0.090123903 -0.012399966 -0.22641047 -0.68527229 -0.049340623 -0.50819528 -0.068837188 0.29942179 0.22000431 -0.16496292 0.032214568 -0.091901304 "walking" "train" "1"
"83" -0.021410464 -0.044636319 0.077373543 -0.22641047 -0.90587659 -0.021410464 -0.4744439 -0.025921566 0.20017499 0.30402397 -0.28323357 0.27847518 -0.36931403 "walking" "train" "1"
"84" -0.13887531 -0.16730755 -0.031679524 -0.35986715 -0.90587659 -0.13887531 -0.59429606 0.071113743 0.34692652 0.37785437 -0.42434408 0.39125135 -0.32614624 "walking" "train" "1"
"85" -0.19638987 -0.25609966 -0.13907976 -0.38505137 -0.75247175 -0.19638987 -0.65292605 -0.10028293 0.46320887 0.33326319 -0.37207029 0.29880425 -0.2346637 "walking" "train" "1"
"86" -0.14638251 -0.24908129 -0.15985587 -0.34680107 -0.60118907 -0.14638251 -0.61640231 -0.21514505 0.4196698 0.35224696 -0.36519327 0.320186 -0.32760502 "walking" "train" "1"
"87" -0.21472204 -0.22792935 -0.1170125 -0.39781524 -0.49210335 -0.21472204 -0.65980214 -0.10040395 0.52797983 -0.0015879448 -0.028831011 0.038606806 -0.080189392 "walking" "train" "1"
"88" -0.17879454 -0.25342387 -0.10698122 -0.39781524 -0.66670556 -0.17879454 -0.64027765 -0.0009637106 0.32458445 0.33891161 -0.3427855 0.2255937 -0.20240175 "walking" "train" "1"
"89" -0.18656546 -0.28436434 -0.13448543 -0.45615375 -0.66670556 -0.18656546 -0.65148628 -0.015664856 0.34483273 0.39989462 -0.40130731 0.26479634 -0.22588311 "walking" "train" "1"
"90" -0.16295412 -0.25447801 -0.13987992 -0.35089504 -0.66565258 -0.16295412 -0.6293309 -0.19005763 0.42430111 0.34461128 -0.27610667 0.064704075 -0.09426529 "walking" "train" "1"
"91" -0.075164913 -0.20769179 -0.097157332 -0.35089504 -0.66565258 -0.075164913 -0.55445238 -0.065878681 0.1724607 0.40933741 -0.38296757 0.16746606 -0.10554807 "walking" "train" "1"
"92" -0.099273959 -0.16899804 -0.039244816 -0.33702763 -0.58318833 -0.099273959 -0.56505244 -0.0082690914 0.20917581 0.44897827 -0.45259143 0.30260878 -0.2326748 "walking" "train" "1"
"93" -0.15365965 -0.26457853 -0.15526041 -0.33702763 -0.6530226 -0.15365965 -0.62461361 -0.17120549 0.33928542 0.48578373 -0.48728509 0.30891611 -0.22874555 "walking" "train" "1"
"94" -0.12408931 -0.21431024 -0.11732576 -0.30519613 -0.6530226 -0.12408931 -0.5931729 -0.18923058 0.37529251 0.33334387 -0.38221935 0.38200514 -0.35267852 "walking" "train" "1"
"95" -0.12638665 -0.11301552 0.024427703 -0.30519613 -0.69873006 -0.12638665 -0.57310757 0.073718027 0.41648579 0.16762527 -0.18348847 0.20202746 -0.24754463 "walking" "train" "1"
"96" -0.12304422 -0.12499318 0.016042593 -0.33512691 -0.69873006 -0.12304422 -0.57333596 0.10086222 0.4294047 0.248679 -0.22120266 0.10726737 -0.12313561 "walking" "train" "1"
"97" -0.091700752 -0.099522253 0.039313845 -0.33252817 -0.50210241 -0.091700752 -0.54378517 0.12926271 0.38556986 0.3345886 -0.32030333 0.24392211 -0.26309341 "walking" "train" "1"
"98" -0.13599397 -0.14268962 -0.018781696 -0.33252817 -0.55009947 -0.13599397 -0.58684111 -0.031006403 0.51235951 0.1828984 -0.19052611 0.27427564 -0.39797222 "walking" "train" "1"
"99" -0.039073593 -0.26132279 -0.144845 -0.34987428 -0.59835453 -0.039073593 -0.53613735 -0.11000611 0.11545928 0.17583638 -0.13445637 0.065365432 -0.17468238 "walking" "train" "1"
"100" -0.12962864 -0.23547414 -0.10883932 -0.41358068 -0.59835453 -0.12962864 -0.6014946 -0.07550605 0.23566952 0.098112492 -0.11037058 0.028677683 -0.012794168 "walking" "train" "1"
"101" -0.19294622 -0.22935232 -0.11604767 -0.41311593 -0.68155649 -0.19294622 -0.64536399 -0.12281485 0.43867502 0.38530585 -0.31256374 0.048237558 -0.024899777 "walking" "train" "1"
"102" -0.11201361 -0.13818532 -0.0075761866 -0.31693594 -0.68155649 -0.11201361 -0.56801894 0.0020325514 0.33438323 0.64721793 -0.57115337 0.31544956 -0.28452328 "walking" "train" "1"
"103" -0.08864427 -0.11513234 0.0048845233 -0.30494404 -0.70108892 -0.08864427 -0.54500566 0.03165756 0.31219401 0.62771977 -0.57746729 0.35473692 -0.31229025 "walking" "train" "1"
"104" -0.093538752 -0.11111527 -0.007841673 -0.30494404 -0.70108892 -0.093538752 -0.547865 -0.089120401 0.37529251 0.3400368 -0.27980613 0.14998141 -0.22142535 "walking" "train" "1"
"105" -0.14195426 -0.18180899 -0.065956327 -0.31787601 -0.69614163 -0.14195426 -0.59961862 -0.099607151 0.34692652 0.37377362 -0.35163908 0.18069907 -0.13943253 "walking" "train" "1"
"106" -0.21146554 -0.24228744 -0.1033017 -0.3945489 -0.60758219 -0.21146554 -0.66044964 -0.01962079 0.39193326 0.31228989 -0.36441193 0.25878832 -0.13089232 "walking" "train" "1"
"107" -0.15839268 -0.18043843 -0.055595912 -0.33786073 -0.5333733 -0.15839268 -0.61118739 -0.015167737 0.34410246 0.31811589 -0.32622422 0.26364863 -0.25592131 "walking" "train" "1"
"108" -0.11307203 -0.19549783 -0.067910461 -0.33786073 -0.41630661 -0.11307203 -0.58108733 0.033957098 0.26549985 0.22441003 -0.25427866 0.20057017 -0.16615484 "walking" "train" "1"
"109" -0.10537089 -0.20471308 -0.05187661 -0.41253456 -0.32489611 -0.10537089 -0.57716071 0.090681331 0.2102714 0.15799125 -0.096071645 -0.11619831 0.0953318 "walking" "train" "1"
"110" -0.094159584 -0.14972158 -0.015853048 -0.24758075 -0.3521195 -0.094159584 -0.55696826 0.063812298 0.24989607 0.176444 -0.093966243 -0.018781832 -0.12314876 "walking" "train" "1"
"111" -0.12915323 -0.14860995 -0.039182336 -0.24758075 -0.41974257 -0.12915323 -0.58310485 0.06000681 0.37074118 0.16626926 -0.13238538 0.19135133 -0.38651284 "walking" "train" "1"
"112" 0.080741014 -0.054343677 0.086174225 -0.26149044 0.071264984 0.080741014 -0.38761614 0.16278395 0.10627005 0.33001844 -0.50909789 0.52561358 -0.26855071 "walking" "train" "1"
"113" -0.088967213 -0.17357713 -0.054050703 -0.32142041 -0.36068258 -0.088967213 -0.55810538 -0.083828669 0.30109939 0.41182079 -0.51921741 0.37093056 -0.10894602 "walking" "train" "1"
"114" -0.13205354 -0.2117407 -0.10283541 -0.34274125 -0.8162245 -0.13205354 -0.59854645 -0.10201204 0.37238145 0.306588 -0.29782159 0.080190104 0.01330584 "walking" "train" "1"
"115" -0.11456656 -0.17649982 -0.059754404 -0.34274125 -0.8162245 -0.11456656 -0.57823667 0.024954522 0.3163816 0.22710248 -0.16118982 0.012657524 -0.09012598 "walking" "train" "1"
"116" -0.14382046 -0.1486638 0.0036190911 -0.36741629 -0.64849678 -0.14382046 -0.59386581 0.055834398 0.31746432 0.3139555 -0.31445099 0.27294907 -0.29993152 "walking" "train" "1"
"117" -0.17635239 -0.21538294 -0.083747886 -0.36741629 -0.73899672 -0.17635239 -0.63108529 -0.077602371 0.4220331 0.35537595 -0.36014552 0.25128931 -0.2158138 "walking" "train" "1"
"118" -0.19818739 -0.3062892 -0.19308461 -0.46933464 -0.73899672 -0.19818739 -0.66342859 -0.17176726 0.47415399 0.33286791 -0.35366583 0.24978168 -0.19375707 "walking" "train" "1"
"119" -0.20845692 -0.25988384 -0.16080959 -0.35616242 -0.47087445 -0.20845692 -0.66181965 -0.18450195 0.53562094 0.23178404 -0.28443631 0.25940112 -0.20670492 "walking" "train" "1"
"120" -0.2455635 -0.1992659 -0.095546498 -0.35616242 -0.48789051 -0.2455635 -0.6741713 -0.10800327 0.59648827 0.051178502 -0.03706589 -0.019045678 -0.032272917 "walking" "train" "1"
"121" -0.25894769 -0.21165418 -0.11084207 -0.34884015 -0.60413678 -0.25894769 -0.68520166 -0.032869111 0.54337396 0.10285342 -0.04921687 -0.054529374 -0.041695018 "walking" "train" "1"
"122" -0.18804021 -0.22737358 -0.1454664 -0.34884015 -0.60413678 -0.18804021 -0.64159976 -0.15693179 0.50624131 0.084674273 -0.035667031 -0.088968294 0.014449925 "walking" "train" "1"
"123" -0.084250228 -0.27712125 -0.22243881 -0.33888524 -0.57303224 -0.084250228 -0.5750695 -0.27641535 0.38392959 -0.0006939846 0.052533899 -0.11709988 -0.027966418 "walking" "train" "1"
"124" -0.10205454 -0.20440033 -0.11558882 -0.33888524 -0.63150123 -0.10205454 -0.57457452 -0.14392633 0.37466306 0.012444134 -0.024445168 0.081220163 -0.19613189 "walking" "train" "1"
"125" -0.22146274 -0.11190642 0.00021655986 -0.27561779 -0.79157426 -0.22146274 -0.63952709 -0.00041545079 0.53007363 0.084307588 -0.087770242 0.044230399 -0.060178342 "walking" "train" "1"
"126" -0.38014863 -0.45624243 -0.39876849 -0.48356913 -0.69608266 -0.38014863 -0.79719855 -0.39815331 0.85803235 0.40420896 -0.4614083 0.39087687 -0.25460778 "walking_downstairs" "train" "1"
"127" -0.3181541 -0.28504139 -0.2851396 -0.057502763 -0.69608266 -0.3181541 -0.73517127 -0.36566638 0.83940508 0.50174544 -0.51321079 0.33430029 -0.13684711 "walking_downstairs" "train" "1"
"128" -0.034722567 -0.039304038 0.074064113 -0.057502763 -0.51167478 -0.034722567 -0.48410676 -0.01314642 0.29082101 0.45872966 -0.52349962 0.3573823 -0.134741 "walking_downstairs" "train" "1"
"129" -0.0017205241 -0.14390788 -0.023150483 -0.30082239 -0.21415143 -0.0017205241 -0.48103519 -0.078736831 0.16345988 0.21307531 -0.38106878 0.57999811 -0.50671321 "walking_downstairs" "train" "1"
"130" -0.20791661 -0.39070152 -0.32020094 -0.42774369 -0.50650484 -0.20791661 -0.68416166 -0.37908137 0.57429904 0.14863283 -0.20200573 0.21479386 -0.19093531 "walking_downstairs" "train" "1"
"131" 0.0084415748 -0.16083284 -0.10473772 -0.13020738 -0.50650484 0.0084415748 -0.47607401 -0.19593978 0.1801018 0.37137145 -0.35043713 0.16126989 -0.12427107 "walking_downstairs" "train" "1"
"132" 0.069394797 -0.21837437 -0.19555862 -0.13020738 -0.23385172 0.069394797 -0.43435907 -0.32786613 0.011496604 0.47892587 -0.46012739 0.24127854 -0.18021845 "walking_downstairs" "train" "1"
"133" -0.13360978 -0.4419854 -0.36936202 -0.36715515 0.25833543 -0.13360978 -0.63956149 -0.37864053 0.4593745 0.37120865 -0.44116118 0.41293919 -0.33169105 "walking_downstairs" "train" "1"
"134" -0.25489683 -0.39109552 -0.35660123 -0.36715515 -0.23252045 -0.25489683 -0.7148878 -0.43844216 0.6872666 0.39750835 -0.47348083 0.46182807 -0.34599763 "walking_downstairs" "train" "1"
